Year,Subject,Calendar Name,Created By,Updated By,Who,Location,Description,Tags,Session name
2021,Visualization of highly-multiplexed imaging data with cytomapper,Regular talks > Track A,UseR! 2021,UseR! 2021,"Eling, Nils",The Lounge #talk_stats_bioinformatics,"Highly multiplexed imaging (HMI) produces images that contain up to 40 channels. In the field of cell biology, HMI is used to capture differences between individual cells, which are defined as distinct objects on the images. To derive those objects from multi-channel images, different segmentation approaches can be used. Several challenges in terms of data visualisation arise from this type of high dimensional data: 1. more than 3 channels need to be visualised at once, 2. the features of segmented objects need to be visualised together with pixel-level information and 3. tens to hundreds of images need to be visualised in parallel. Here, we have developed cytomapper, an R/Bioconductor package to address these challenges. The main functions of the package allow 1. the visualisation of pixel-level information across multiple channels, 2. the display of object-level information on segmentation masks and 3. the interactive visualization of images based on an integrated shiny application. Finally, we also developed an on-disk representation framework to expand the usability of the package to several hundreds of images.","Bioinformatics / Biomedical or health informatics, Biostatistics and Epidemiology, Data visualisation, Web Applications (Shiny/Dash)",8A - Statistics and Bioinformatics
2021,"Binary R Packages for Linux: Past, Present and Future",Regular talks > Track B,UseR! 2021,UseR! 2021,"Ucar, Iñaki",The Lounge #talk_r_production_2,"Pre-compiled binary packages provide a very convenient way of efficiently distributing software that has been adopted by most Linux package management systems. However, the heterogeneity of the Linux ecosystem, combined with the growing number of R extensions available, poses a scalability problem. As a result, efforts to bring binary R packages to Linux have been scattered, and lack a proper mechanism to fully integrate them with R’s package manager. This work reviews past and present of binary distribution for Linux, and presents a path forward by showcasing the ‘cran2copr’ project, an RPM-based proof-of-concept implementation of an automated scalable binary distribution system with the capability of building, maintaining and distributing thousands of packages, while providing a portable and extensible bridge to the system package manager. This not only benefits desktop/server users of Linux systems, but also Windows and macOS users that rely on CI/CD systems to test packages and/or deploy code.",R in production,8B - R in Production 2
2021,copent: Estimating Copula Entropy and Transfer Entropy in R,Regular talks > Track C,UseR! 2021,UseR! 2021,"MA, Jian",The Lounge #talk_stats_data_analysis_1,"Statistical independence and conditional independence are two fundemental concepts in statistics and machine learning. Copula Entropy is a mathematical concept for multivariate statistical independence measuring and testing, and also proved to be closely related to conditional independence (or transfer entropy). It has been applied to solve several fundamental statistical or machine learning problems, including association discovery, structure learning, variable selection, and causal discovery. The method for estimating copula entropy with rank statistic and the kNN method was implemented in the 'copent' package in R. This talk first introduces the theory and estimation of Copula Entropy, and then the implementation details of the package. Three examples will also be presented to demonstrate the usage of the package: one with simulated data and the other two with real-world data for variable selection and causal discovery. The copent package is available on the CRAN and also on GitHub at <https://github.com/majianthu/copent/>.","Data mining / Machine learning / Deep Learning and AI, Multivariate analysis",8C - Statistical modeling &  Data Analysis 1
2021,Sponsored Talk by Roche,Regular talks > Track A,UseR! 2021,UseR! 2021,"Copping, Ryan",The Lounge #talk_stats_bioinformatics,TBA,"Bioinformatics / Biomedical or health informatics, Biostatistics and Epidemiology, Data visualisation, Web Applications (Shiny/Dash)",8A - Statistics and Bioinformatics
2021,Questions,Regular talks > Track B,UseR! 2021,UseR! 2021,All presenters in the session,The Lounge #talk_r_production_2,Last questions for all the speakers,Community and Outreach,8B - R in Production 2
2021,Questions,Regular talks > Track C,UseR! 2021,UseR! 2021,All presenters in the session,The Lounge #talk_stats_data_analysis_1,Last questions for all the speakers,Community and Outreach,8C - Statistical modeling &  Data Analysis 1
2021,Questions,Regular talks > Track A,UseR! 2021,UseR! 2021,All presenters in the session,The Lounge #talk_stats_bioinformatics,Last questions for all the speakers,Community and Outreach,8A - Statistics and Bioinformatics
2021,Incubator: Expanding the R community in the Middle East and North Africa (MENA),Panels and incubators,UseR! 2021,UseR! 2021,"Almarzouq, Batool",The Lounge #incubator_mena,"Data Science (DS) has become an in-demand, highly paid career in MENA, especially in UAE, KSA and Oil-rich Gulf countries but despite this interest in DS in the Middle East and North Africa (MENA), there is very few R meet-up/R user group dedicated to learning, teaching, and sharing information about the R Programming language in MENA. Therefore, three chapters for R-Ladies and two R User groups were established in Saudi Arabia, Tunis, Algeria and Egypt last year (2020) to bring out more R users and empower data scientist from underrepresented communities in MENA. However, the growth of the R community in MENA is limited by the language barrier, which makes the communities that exist around R (e.g. MiR, ..) not well-known in MENA. This incubator aims to establish a working group dedicated to expanding the R community in MENA, and it will engage researchers and data scientist in MENA through in-person collaboration on open source projects. It'll also publish a guide in Arabic to be delivered directly to various Universities and research centres in MENA.

  
By the end of the incubator, we'll have established a working group and identified the barriers and how to overcome them to expand the R community in MENA. This working group will initiate a set of open-source R projects to facilitate collaboration and integration between data scientists in MENA and communities around R Worldwide.",Community and Outreach,Incubator: Expanding the R community in the Middle East and North Africa (MENA)
2021,Incubator: Stop reinventing the wheel: R package(s) for conference and abstract management,Panels and incubators,UseR! 2021,UseR! 2021,"Bannert, Matthias; Ravi, Janani",The Lounge #incubator_conference_abstract,"The ability to host an entire conference online went from nice-to-have to absolutely essential for many communities within just a bit more than a year. As a consequence, online conference tools were exposed to a wider audience, faced tougher scrutiny, and hauled in more feedback than ever before.

  
So far no clear front runner among conference tools has emerged from the process. Strikingly, all current conference tools used by the open-source community have major deficiencies such as accessibility issues, are bulky to navigate for admins, and/or come with a hefty price tag. The idea of this incubator is to discuss whether and how processes such as registration, abstract evaluation, or submission can be mapped into an R package and the open-source ecosystem. We aim to challenge established processes and walk through possible process changes, e.g., reviews. We also see such a system as an opportunity towards equitable practices in picking topics, forming committees, choosing reviewers, providing feedback to submitters, and selecting contributions. We intend to work on a solution that is easy to reproduce and facilitates knowledge transfer for annual conferences with changing organizers.",R in production,Incubator: Stop reinventing the wheel: R package(s) for conference and abstract management
2021,Production Metrics for R with the 'openmetrics' Package,Regular talks > Track A,UseR! 2021,UseR! 2021,"Jacobs, Aaron",The Lounge #talk_r_production_3,"Production applications are often expected to emit """"metrics"""" so that they can be monitored in real time for problems. However, traditional monitoring vendors expected developers to use their proprietary client libraries, none of which included support for R. This left R users without the option of supporting their organisation's existing vendor, and monitoring support for R applications (such as Shiny apps or Plumber APIs) has remained poor.

  
Over the last few years, the open-source Prometheus project has become the de facto metrics solution in the Kubernetes community, and its text-based format (now called 'OpenMetrics') has been formalised as a draft IETF standard. This effort is the closest thing in the monitoring community to a widely-accepted standard in its history.

  
This talk will introduce the {openmetrics} package, a client library for the OpenMetrics standard. It allows R applications to expose metrics to any Prometheus instance, or one of the growing number of open-source and commercial tools that can ingest the OpenMetrics format.

  
In addition to user-defined, application-specific metrics, the package also bundles general-purpose metrics and can automatically inject them into Shiny apps or Plumber APIs. This makes it easy for R users to add production-ready metrics to their applications in only a few lines of code.

  
As production use of R grows, expectations about production features -- such as metrics and corresponding alerts -- will grow as well.","R in production, R in the wild (unusual applications of R)",9A - R in production 3
2021,"Using R in Latin America: the great, the good, the bad, and the ugly",Regular talks > Track B,UseR! 2021,UseR! 2021,"García Alonso, Virginia A.; Corrales, Paola; Huaylla, Claudia A.; Gómez Vargas, Andrea; Chávez, Joselyn; Fierro Arcos, Denisse",The Lounge #talk_community_outreach_2,"R is used globally for diverse purposes. However, how widely is it used in peripheral countries? What barriers and challenges are faced there? We are a group of R useRs from Latin America, a region facing several barriers: language, infrastructure, distance, different access to resources, information and training.

  
This inequality often represents not only an additional barrier for people to learn and use R, but also an obstacle to participate in international events which reduces our representation on the global sphere. Before improving the inclusion of Latin Americans in the global R community, we need to comprehensively understand useRs’ experiences. With this aim in mind, we created an online survey designed to assess which challenges Latin American R users face that has been shared within a strong existing network of Latin American useRs from Tijuana to Ushuaia.

  
Over 900 useRs completed the survey and preliminary results already highlight that several useRs from this region often face challenges associated with not being native English speakers or with lacking access to certain resources. However, it also revealed that many belong to different R communities such as R-Ladies and LatinR among others, serving as useful platforms to connect with others who can help to cope with the shared difficulties they face.

  
In this talk we will present the analysis and results from this survey and invite others to do the same as this open and reusable initiative seeks to inspire other underserved regions around the world to measure their strengths and challenges to help increase inclusion and diversity of the international R community.",Community and Outreach,9B Community and Outreach 2
2021,bssm: Bayesian Inference of Non-linear and Non-Gaussian State Space Models in R,Regular talks > Track C,UseR! 2021,UseR! 2021,"Helske, Jouni",The Lounge #talk_stats_data_analysis_2,"State space models are a flexible class of latent variable models commonly used in analysing time series data. The R package bssm is designed for Bayesian inference of general state space models with non-Gaussian and/or non-linear observational and state equations. The package provides easy-to-use and efficient functions for fully Bayesian inference with common time series models such as basic structural time series model with exogenous covariates, simple stochastic volatility models, and discretized diffusion models, making it straightforward and efficient to make predictions and other inference in a Bayesian setting. Unlike the existing packages, bssm allows for easy-to-use approximate inference based on Gaussian approximations such as the Laplace approximation and the extended Kalman filter. The inference is based on fully automatic, adaptive Markov chain Monte Carlo (MCMC) on the hyperparameters, with optional parallelizable importance sampling post-correction to eliminate any approximation bias. The bssm package implements also a direct pseudo-marginal MCMC and a delayed acceptance pseudo-marginal MCMC using intermediate approximations. The package supports directly models with linear-Gaussian state dynamics with non-Gaussian observation models and has an Rcpp interface for specifying custom non-linear and diffusion models.","Bayesian models, Social sciences, Statistical models, Time series",9C - Statistical modeling and data analysis 2
2021,Automating business processes with R,Regular talks > Track A,UseR! 2021,UseR! 2021,"van Dunné, Frans",The Lounge #talk_r_production_3,"At ixpantia we help organizations to become their most innovative and data-driven selves through personalized coaching and knowledge transfer, continuous and transparent code handover and the implementation of an efficient and cooperative data culture. To bring the results of data analysis to business processes and decision making, we usually need to automate their execution. Often this means that we need a daily process to write, for example, predicted values to a database.

  
The possibilities to add value to organizations through the use of tools that are available to us in R are legion. This value lies not only in advanced analytics, but also in the power of dynamic (automated) reports and pre-calculated values that combine multiple formal and informal data sources. The value of R for automating these tasks is often so high because the domain experts themselves are writing it, and can iterate at high speeds to answer to changes in their business context.

  
In this talk we will share some of the experiences we have had automating tasks with R. We will also present the pragmatic approach to run and monitor scheduled tasks that we have developed. This approach is based on Rmarkdown, a taskscheduler (such as cron) and a Shiny to monitor task execution and completion.","R in production, R in the wild (unusual applications of R)",9A - R in production 3
2021,r-community.org: a central community infrastructure for R,Regular talks > Track B,UseR! 2021,UseR! 2021,"UBAH, CHIBUOKEM BEN",The Lounge #talk_community_outreach_2,"Large amounts of user data are generated from several social and technology spaces within the R Community daily, providing information about important trends and insights that could be helpful in planning for the future of a sustainable open-source community.

  
This presentation is about r-community.org, a website for tracking R related data from popular online spaces like MEETUP, CRAN, GITHUB, TWITTER, STACKOVERFLOW &amp; R-BLOGGERS with the purpose of understanding time-related trends (where applicable). The visualizations from this tool are planned to provide an easy way for newbies/oldies to the R language to discover communities and events that are available to them, while allowing an exploration of past and future R Conferences/meetups for all. The infrastructure relies on open-source R packages and continuous integration technology for regular update of data.

  
With the results of this tool, users, organizations and sub-communities are able to find extra insights for driving decision-making regarding developments around the R language and its global community.",Community and Outreach,9B Community and Outreach 2
2021,bnmonitor: Checking the Robustness and Sensitivity of Bayesian Networks,Regular talks > Track C,UseR! 2021,UseR! 2021,"Wilkerson, Rachel",The Lounge #talk_stats_data_analysis_2,"Bayesian networks (BNs) are the most common approach to investigate the relationship between random variables. There are now a variety of R packages with the capability of learning such models from data and performing inference. The new bnmonitor R package is the only package which enables users to perform robustness and sensitivity analysis for BNs, both in the discrete and in the continuous case.

  
Various prequential monitors are implemented to check how well a BN describes a dataset used to learn the model. By checking the elements of the structure, we can adjust the model, presumably the best in the equivalence class, to ensure a good fit. Checking the forecasts that flow from the model allows users to check elements of the model structure in an online setting.

  
Furthermore the impact of the learned probabilities is investigated using sensitivity functions which describe the functional relationship between an output of interest and the model's parameters.

  
The output of these monitors are concisely reported via a tailored plot method taking advantage of ggplot2. We illustrate our methods with an example that explores the relationships between body measurements to predict the percentage of body fat. Our example highlights the importance of checking a BN with the appropriate diagnostics.","Bayesian models, Social sciences, Statistical models, Time series",9C - Statistical modeling and data analysis 2
2021,RStudio Managed Workbench -,Regular talks > Track A,UseR! 2021,UseR! 2021,"Schratz, Patrick",The Lounge #talk_r_production_3,"As a certified RStudio partner, we offer to deploy a full-fledged RStudio Workbench installation on your infrastructure (on-premise) or in the cloud.

  
In this talk we showcase the benefits of running a centralised RStudio Workbench installation and explain the added value of our containerised service compared to the default binary installation of RStudio Workbench.","R in production, R in the wild (unusual applications of R)",9A - R in production 3
2021,CovidR and rmdgallery: A streamlined process for collecting community contributions in a gallery website,Regular talks > Track B,UseR! 2021,UseR! 2021,"Porreca, Riccardo",The Lounge #talk_community_outreach_2,"The active open source community is certainly one of R’s greatest assets. During the organization of the virtual e-Rum2020, in the midst of the pandemic outbreak, the Organizing Committee thought of engaging the R community by gathering contributions around the topic of COVID-19, as part of the pre-conference event CovidR (<https://2020.erum.io/covidr-contest>). This came with the need for a smooth and integrated way of collecting community work, which was elegantly addressed in the form of a contributions gallery website (<https://milano-r.github.io/erum2020-covidr-contest>), populated with submissions coming as Pull Requests / Issues in a GitHub repository.

  
Behind the scenes, this was supported by the development of a novel package rmdgallery (<https://riccardoporreca.github.io/rmdgallery>), providing an R markdown site generator for a gallery of (embedded) content created in a dynamic way based on metadata in YAML or JSON format. This simple yet flexible tool, paired with GitHub Actions and the community features of GitHub, was key to the CovidR success, in a number of ways. These include: seamless submission process, automated inclusion in the gallery of contributed abstracts and content, collecting """"likes'' using Utterances (<https://utteranc.es>), dynamic badges reflecting the status as the context evolved, live updates during the event with the announced awardees in a matter of a pull-request.

  
In this talk, I will go through the main features of the package and its application for the CovidR contest, highlighting the power of using open source tools for community and collaborative initiatives.",Community and Outreach,9B Community and Outreach 2
2021,FLAME: Interpretable Matching for Causal Inference,Regular talks > Track C,UseR! 2021,UseR! 2021,"Orlandi, Vittorio Dominic",The Lounge #talk_stats_data_analysis_2,"Matching methods are a class of techniques for estimating casual effects from observational data. Such methods match similar units together to emulate the randomization achieved by controlled experiments. Crucially, matching methods rely on a distance measure to determine similarity and thereby match units together. In this talk, we present an R package, FLAME, implementing the Fast, Large-scale Almost Matching Exactly (FLAME) and Dynamic Almost Matching Exactly (DAME) algorithms for performing matching on categorical datasets. These algorithms learn a weighted Hamming distance metric via machine learning on a held out dataset and match units directly on covariate values, prioritizing matches on more important covariates. The R package features an efficient bit-vectors implementation, allowing it to scale to datasets with hundreds of thousands of units and dozens of covariates, with a database implementation under development that allows it to operate on datasets too large to fit in memory. FLAME provides easy summarization, analysis, and visualization of treatment effect estimates, and features a wide variety of options for how matching is to be performed, allowing for users to make analysis-specific decisions throughout the matching procedure. We present an overview of the main functionality of the package and then illustrate an application to the 2010 US NCHS Natality Dataset, in which we study the effect of smoking during pregnancy on NICU admissions.","Bayesian models, Social sciences, Statistical models, Time series",9C - Statistical modeling and data analysis 2
2021,A little bit about RStudio,Regular talks > Track A,UseR! 2021,UseR! 2021,"Rickert, Joseph",The Lounge #talk_r_production_3,TBA,"R in production, R in the wild (unusual applications of R)",9A - R in production 3
2021,How open-source and R enable state-of-the-art media production,Regular talks > Track B,UseR! 2021,UseR! 2021,"Nantz, Eric",The Lounge #talk_community_outreach_2,"The global pandemic has impacted numerous aspects of lives, with many of us learning new techniques for harnessing digital technology for our daily work and communicating with the rest of the world. The landscape of software for producing content in both audio and video has seen tremendous growth in capabilities, creating new opportunities to share knowledge. In what seems like a lifetime ago, I created the R-Podcast in 2011 as a unique way to share my journey in learning more about the R language, providing resources to new and experienced users alike, and to showcase the awesome work of the R community. Even in that early stage, I was able to harness open-source software to produce and distribute the episodes, even with R playing a prominent role in the web presence. More recently, I have launched a new venture called the Shiny Developer Series that leverages the latest media production open-source software such as Open Broadcaster Software (OBS) and OBS Ninja to give me full control to produce my content without any compromises. In this talk, I will share my key learnings from producing media content about R and how myself and the growing community of R media content producers are using open-source to spread their knowledge of R to the entire world.",Community and Outreach,9B Community and Outreach 2
2021,Questions,Regular talks > Track C,UseR! 2021,UseR! 2021,All presenters in the session,The Lounge #talk_stats_data_analysis_2,Last questions for all the speakers,Community and Outreach,1A - Community and Outreach 1
